Significant,-LOG(P-value),Difference,T:.Protein.IDs,T:.Majority.protein.IDs,T:.Protein.names,T:.Gene.names,Symbol.color,Symbol.type,Symbol.size,Show.label,C:.Potential.contami1000t,N:.Peptides,N:.Mol..weight.[kDa],N:.Valid.values,N:.Valid.values.15.min,N:.Valid.values.30.min,N:.Valid.values.unstim,15.min.FG71.neu,15.min.FG72.neu,15.min.FG73.neu,30.min.FG74.neu,30.min.FG75.neu,30.min.FG77.neu,unstim.FG38.neu,unstim.FG39.neu,unstim.FG40.neu,ORIGIN,PULLED_PROTEIN,KO
FALSE,1.51480172408716,0.869166056315105,A2A4P0,A2A4P0,ATP-dependent RNA helicase DHX8,Dhx8,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,22,142.57,13,4,4,5,17.5541667938232,17.5165672302246,17.5680675506592,16.9428672790527,17.1547660827637,17.7516670227051,16.200267791748,16.4923667907715,16.5491676330566,30,IRAK4,NONE
FALSE,1.5570911903782,1.69936688741048,A2A5R2,A2A5R2,Brefeldin A-inhibited guanine nucleotide-exchange protein 2,Arfgef2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,4,202.24,12,4,3,5,12.3153667449951,12.1019668579102,12.3866672515869,12.3694667816162,13.2585668563843,13.3908672332764,10.9764671325684,10.8664665222168,12.0778665542603,30,IRAK4,NONE
FALSE,1.26251964426453,0.454666455586752,A2A6A1,A2A6A1,G patch domain-containing protein 8,Gpatch8,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,6,164.99,12,4,3,5,14.5290670394897,14.2754669189453,14.8736667633057,15.4427671432495,15.09006690979,14.9207668304443,14.8038673400879,14.5646667480469,14.7210674285889,30,IRAK4,NONE
FALSE,1.93929290566685,0.709033330281574,A2A8U2,A2A8U2,Transmembrane protein 201,Tmem201,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,2,72.499,12,4,3,5,13.8486671447754,13.6307668685913,14.4853668212891,13.941367149353,14.3058671951294,14.2243671417236,13.6801671981812,13.3183670043945,13.3459672927856,30,IRAK4,NONE
FALSE,0.0781535972756023,-0.177150249481201,A2AA28,A2AA28,Methyltransferase-like protein 23,Mettl23,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,1,28.288,10,4,2,4,13.4236669540405,13.0638675689697,13.6336669921875,NA,14.7717666625977,13.289867401123,14.3254671096802,NA,14.0904674530029,30,IRAK4,NONE
FALSE,0.197377379706821,0.365341504414877,A2AAE1,A2AAE1,Uncharacterized protein KIAA1109,Kiaa1109,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,555.36,11,4,3,4,9.87828731536865,9.59706687927246,8.80915641784668,8.54375648498535,10.2260866165161,9.84848690032959,NA,8.88013648986816,9.46806716918945,30,IRAK4,NONE
FALSE,2.03521734538334,1.02009963989258,A2ACJ2,A2ACJ2,Fanconi anemia-associated protein of 100 kDa,Faap100,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,11,94.28,12,4,3,5,18.0672664642334,18.0941677093506,17.936466217041,19.0219669342041,18.5994663238525,18.3269672393799,17.7630672454834,17.6297664642334,17.495267868042,30,IRAK4,NONE
FALSE,0,NA,A2ADA5,A2ADA5,tRNA pseudouridine synthase-like 1,Pusl1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,2,31.992,8,4,3,1,16.2677669525146,12.7810668945313,12.1775665283203,11.6571664810181,13.0526666641235,14.4816675186157,NA,NA,NA,30,IRAK4,NONE
TRUE,2.28007366613721,4.88830057779948,A2AG58,A2AG58,Uncharacterized protein CXorf23 homolog,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,90.11,12,4,3,5,17.405366897583,16.455867767334,16.9702663421631,17.1487674713135,16.980167388916,17.4962673187256,11.1635665893555,14.0285673141479,11.7681665420532,30,IRAK4,NONE
FALSE,2.31260774746115,1.42620086669922,A2AGT5,A2AGT5,Cytoskeleton-associated protein 5,Ckap5,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,43,225.63,13,4,4,5,18.2475662231445,18.1899662017822,18.2704677581787,18.3698673248291,19.1403675079346,18.823766708374,17.3697662353516,17.1386661529541,17.5469665527344,30,IRAK4,NONE
TRUE,3.45672312122672,2.09146626790364,A2AHG0,A2AHG0,Leucine zipper putative tumor suppressor 3,Lzts3,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,14,74.985,12,4,3,5,18.5704669952393,17.8500671386719,18.3957672119141,18.5059661865234,19.038667678833,18.969066619873,16.6669673919678,16.6671676635742,16.9051666259766,30,IRAK4,NONE
TRUE,3.4846930306695,1.58166631062825,A2AI08,A2AI08,Taperin,Tprn,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,19,80.088,12,4,3,5,20.3910675048828,19.7630672454834,20.0270671844482,20.4102668762207,20.6283664703369,20.4264678955078,19.0694675445557,18.9743671417236,18.6762676239014,30,IRAK4,NONE
FALSE,0.680264362587446,1.04416688283285,A2AIV2,A2AIV2,Protein virilizer homolog,Kiaa1429,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,9,201.44,12,4,3,5,15.0529670715332,13.6004667282104,14.6649675369263,13.6635675430298,14.0722675323486,15.3477668762207,13.227367401123,12.5358667373657,14.1878671646118,30,IRAK4,NONE
FALSE,0.527837665699286,0.363033930460613,A2AJI0,A2AJI0,MAP7 domain-containing protein 1,Map7d1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,12,93.275,12,4,3,5,17.3614673614502,16.4126663208008,17.1568660736084,17.1172676086426,17.6669673919678,17.8706665039063,17.592866897583,17.0073661804199,16.9655666351318,30,IRAK4,NONE
TRUE,6.09424006372681,3.65810044606527,A2AKG8,A2AKG8,Focadhesin,Focad,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,16,198.95,13,4,4,5,17.045467376709,17.4870662689209,18.1767673492432,18.470666885376,18.5197677612305,18.6660671234131,14.8933668136597,14.8281669616699,14.9606666564941,30,IRAK4,NONE
FALSE,0.86757297990423,0.8474334081014,A2AKX3,A2AKX3,Probable helicase senataxin,Setx,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,16,297.59,12,4,3,5,15.6220674514771,15.0115671157837,15.5018672943115,15.4226675033569,15.4933671951294,16.7647666931152,15.2845668792725,15.0075674057007,14.8463668823242,30,IRAK4,NONE
FALSE,2.5046503152823,1.41423352559408,A2AL36,A2AL36,Centriolin,Cntrl,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,57,268.88,13,4,4,5,18.5332679748535,18.2016677856445,18.4842662811279,18.3019676208496,18.8635673522949,18.9710674285889,17.1730670928955,17.4465675354004,17.2742671966553,30,IRAK4,NONE
FALSE,0.893690175055026,0.981966972351074,A2AN08,A2AN08,E3 ubiquitin-protein ligase UBR4,Ubr4,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,10,572.28,12,4,3,5,11.4391670227051,12.0660667419434,11.0286664962769,12.0975666046143,13.0029668807983,13.0059671401978,12.3089666366577,11.9289665222168,10.9226665496826,30,IRAK4,NONE
FALSE,3.14297134600602,1.24639956156413,A2APB8,A2APB8,Targeting protein for Xklp2,Tpx2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,22,85.893,12,4,3,5,19.0680675506592,18.7904663085938,18.7859668731689,19.3398666381836,19.2457675933838,19.4785671234131,18.307767868042,17.9115676879883,18.1056671142578,30,IRAK4,NONE
FALSE,0.367736042462841,1.03046639760335,A2AQ19,A2AQ19,RNA polymerase-associated protein RTF1 homolog,Rtf1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,7,80.796,12,4,3,5,11.3499670028687,15.8390674591064,16.3596668243408,16.2976665496826,13.4138669967651,16.3451671600342,13.9416675567627,15.6034669876099,13.4201669692993,30,IRAK4,NONE
TRUE,1.36110602049741,2.44853337605794,A2AR02,A2AR02,Peptidyl-prolyl cis-trans isomerase G,Ppig,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,8,88.324,13,4,4,5,17.6631660461426,16.564266204834,17.0571670532227,16.332067489624,17.751766204834,17.6790676116943,16.0263671875,13.5931673049927,14.7977666854858,30,IRAK4,NONE
FALSE,1.07000908991371,0.950800259908039,A2ARV4,A2ARV4,Low-density lipoprotein receptor-related protein 2,Lrp2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,519.2,12,4,3,5,11.6861667633057,11.5330667495728,12.6904668807983,12.4471673965454,13.8405666351318,13.3271675109863,12.0801668167114,12.4044666290283,12.2778673171997,30,IRAK4,NONE
TRUE,3.58055475071247,1.6668659845988,A2ARZ3,A2ARZ3,Fibrous sheath-interacting protein 2,Fsip2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,784.85,11,4,3,4,17.5176677703857,17.0232677459717,17.6385669708252,17.3944664001465,17.791166305542,17.6434669494629,16.08766746521,15.8919668197632,15.8488674163818,30,IRAK4,NONE
FALSE,0.302177451695863,0.767999649047852,A2ASS6,A2ASS6,Titin,Ttn,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,6,3906.4,13,4,4,5,11.9916667938232,11.5775671005249,11.7800664901733,12.386866569519,12.0162668228149,15.2823667526245,12.5030670166016,12.5079669952393,12.3704671859741,30,IRAK4,NONE
FALSE,1.674140490581,1.29736709594727,A2AT37,A2AT37,NA,Upf2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,20,147.55,12,4,3,5,17.6181678771973,17.1998672485352,16.9651660919189,16.823766708374,17.9484672546387,17.7079677581787,16.2754669189453,16.0256671905518,16.2869663238525,30,IRAK4,NONE
TRUE,1.20911838312722,2.23832321166992,A2AWL7,A2AWL7,MAX gene-associated protein,Mga,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,2,328.8,12,4,3,5,9.60853672027588,11.2346668243408,11.5989665985107,11.030086517334,11.9917669296265,11.7643671035767,10.3762664794922,7.73451709747314,9.96046733856201,30,IRAK4,NONE
FALSE,0.671131061862705,0.523850440979004,A2BDX3,A2BDX3,Adenylyltransferase and sulfurtransferase MOCS3;Molybdopterin-synthase adenylyltransferase;Molybdopterin-synthase sulfurtransferase,Mocs3,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,1,49.374,11,4,2,5,12.780966758728,12.3808670043945,12.7799673080444,12.7011671066284,12.9436674118042,NA,12.7649669647217,11.9198665618896,12.2108669281006,30,IRAK4,NONE
FALSE,0.164029858278459,0.307366053263346,A2BE28,A2BE28,Ribosomal biogenesis protein LAS1L,Las1l,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,9,89.413,12,4,3,5,15.4606666564941,16.4437675476074,16.6469669342041,14.8284673690796,16.8016662597656,16.3120670318604,16.4360675811768,15.2870674133301,15.2969675064087,30,IRAK4,NONE
FALSE,0.176132767202458,0.374233563741049,A2BH40,A2BH40,AT-rich interactive domain-containing protein 1A,Arid1a,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,6,242.09,12,4,3,5,12.4306669235229,12.9230670928955,13.5665674209595,12.5428667068481,12.9359674453735,11.0689668655396,12.5791673660278,12.1543664932251,10.6915664672852,30,IRAK4,NONE
FALSE,0.656616775449419,0.457733154296875,A2RSY6,A2RSY6,TRMT1-like protein,Trmt1l,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,19,80.86,13,4,4,5,17.5937671661377,18.0759677886963,18.2228660583496,18.0059661865234,18.0496673583984,18.6653671264648,18.1447677612305,17.3478660583496,17.855167388916,30,IRAK4,NONE
FALSE,0,-0.163033485412598,A2RTL5,A2RTL5,Arginine/serine-rich coiled-coil protein 2,Rsrc2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,2,43.876,9,4,1,4,13.4535675048828,13.7944669723511,12.3876667022705,NA,NA,13.4783668518066,13.0415668487549,13.2826671600342,14.5999670028687,30,IRAK4,NONE
