Significant,-LOG(P-value),Difference,Protein.IDs,Majority.protein.IDs,Protein.names,Gene.names,Potential.contaminant,Peptides,Mol..weight.[kDa],Valid.values,Valid.values.15.min,Valid.values.30.min,Valid.values.unstim,15.min.FG71.neu,15.min.FG72.neu,15.min.FG73.neu,30.min.FG74.neu,30.min.FG75.neu,30.min.FG77.neu,unstim.FG38.neu,unstim.FG39.neu,unstim.FG40.neu,ORIGIN,PULLED_PROTEIN,KO
FALSE,3.31172588938149,1.13233311971029,A2A4P0,A2A4P0,ATP-dependent RNA helicase DHX8,Dhx8,NA,22,142.57,13,4,4,5,17.5541667938232,17.5165672302246,17.5680675506592,16.9428672790527,17.1547660827637,17.7516670227051,16.200267791748,16.4923667907715,16.5491676330566,15,IRAK4,NONE
FALSE,1.14101051930861,0.961066881815592,A2A5R2,A2A5R2,Brefeldin A-inhibited guanine nucleotide-exchange protein 2,Arfgef2,NA,4,202.24,12,4,3,5,12.3153667449951,12.1019668579102,12.3866672515869,12.3694667816162,13.2585668563843,13.3908672332764,10.9764671325684,10.8664665222168,12.0778665542603,15,IRAK4,NONE
FALSE,0.297556270667405,-0.137133598327637,A2A6A1,A2A6A1,G patch domain-containing protein 8,Gpatch8,NA,6,164.99,12,4,3,5,14.5290670394897,14.2754669189453,14.8736667633057,15.4427671432495,15.09006690979,14.9207668304443,14.8038673400879,14.5646667480469,14.7210674285889,15,IRAK4,NONE
FALSE,0.894526765530551,0.540099779764811,A2A8U2,A2A8U2,Transmembrane protein 201,Tmem201,NA,2,72.499,12,4,3,5,13.8486671447754,13.6307668685913,14.4853668212891,13.941367149353,14.3058671951294,14.2243671417236,13.6801671981812,13.3183670043945,13.3459672927856,15,IRAK4,NONE
FALSE,1.43354275294824,-0.834233442942301,A2AA28,A2AA28,Methyltransferase-like protein 23,Mettl23,NA,1,28.288,10,4,2,4,13.4236669540405,13.0638675689697,13.6336669921875,NA,14.7717666625977,13.289867401123,14.3254671096802,NA,14.0904674530029,15,IRAK4,NONE
FALSE,0.204352262144837,0.254068374633789,A2AAE1,A2AAE1,Uncharacterized protein KIAA1109,Kiaa1109,NA,3,555.36,11,4,3,4,9.87828731536865,9.59706687927246,8.80915641784668,8.54375648498535,10.2260866165161,9.84848690032959,NA,8.88013648986816,9.46806716918945,15,IRAK4,NONE
FALSE,1.9366924520389,0.403266270955406,A2ACJ2,A2ACJ2,Fanconi anemia-associated protein of 100 kDa,Faap100,NA,11,94.28,12,4,3,5,18.0672664642334,18.0941677093506,17.936466217041,19.0219669342041,18.5994663238525,18.3269672393799,17.7630672454834,17.6297664642334,17.495267868042,15,IRAK4,NONE
FALSE,0,NA,A2ADA5,A2ADA5,tRNA pseudouridine synthase-like 1,Pusl1,NA,2,31.992,8,4,3,1,16.2677669525146,12.7810668945313,12.1775665283203,11.6571664810181,13.0526666641235,14.4816675186157,NA,NA,NA,15,IRAK4,NONE
TRUE,2.14339657526582,4.62373352050781,A2AG58,A2AG58,Uncharacterized protein CXorf23 homolog,NA,NA,3,90.11,12,4,3,5,17.405366897583,16.455867767334,16.9702663421631,17.1487674713135,16.980167388916,17.4962673187256,11.1635665893555,14.0285673141479,11.7681665420532,15,IRAK4,NONE
FALSE,2.73456575224107,0.884200414021809,A2AGT5,A2AGT5,Cytoskeleton-associated protein 5,Ckap5,NA,43,225.63,13,4,4,5,18.2475662231445,18.1899662017822,18.2704677581787,18.3698673248291,19.1403675079346,18.823766708374,17.3697662353516,17.1386661529541,17.5469665527344,15,IRAK4,NONE
